site,altnames,sponsor,district,is_school,schoolcode,districtcode
PORTER ELEMENTARY (NORTH CAMPUS) -ANNEX,,SAN DIEGO UNIFIED,,TRUE,,
POTRERO ELEMENTARY,POTRERO ELEMENTARY,MOUNTAIN EMPIRE UNIFIED,MOUNTAIN EMPIRE UNIFIED,TRUE,6097190,68213
POWAY HIGH,POWAY HIGH,POWAY UNIFIED,POWAY UNIFIED,TRUE,3735867,68296
PREUSS SCHOOL UCSD,PREUSS SCHOOL UCSD,SAN DIEGO UNIFIED,SAN DIEGO UNIFIED,TRUE,3731189,68338
PRIDE ACADEMY AT PROSPECT AVENUE,PRIDE ACADEMY AT PROSPECT AVENUE,SANTEE,SANTEE,TRUE,6040380,68361
PROJECT SELF SUFFICIENCY TREATMENT,,PROJECT SELF SUFFICIENCY TREATMENT,,FALSE,,
PROSPECT PRESCHOOL,,SANTEE,,TRUE,,
QUANTUM ACADEMY,QUANTUM ACADEMY,ESCONDIDO UNION,ESCONDIDO UNION,TRUE,131813,68098
QUEST ACADEMY,QUEST ACADEMY,,LA MESA-SPRING VALLEY,TRUE,115543,68197
R. ROGER ROWE ELEMENTARY,R. ROGER ROWE ELEMENTARY,,RANCHO SANTA FE ELEMENTARY,TRUE,6039051,68312
R. ROGER ROWE MIDDLE,R. ROGER ROWE MIDDLE,,RANCHO SANTA FE ELEMENTARY,TRUE,6070908,68312
RAI ONLINE CHARTER,RAI ONLINE CHARTER,,VALLECITOS ELEMENTARY,TRUE,101220,68437
RAMONA COMMUNITY MONTESSORI,"RAMONA COMMUNITY MONTESSORI, RAMONA COMMUNITY",RAMONA CITY UNIFIED,RAMONA CITY UNIFIED,TRUE,131268,68304
RAMONA ELEMENTARY,RAMONA ELEMENTARY,RAMONA CITY UNIFIED,RAMONA CITY UNIFIED,TRUE,6039036,68304
RAMONA HIGH,RAMONA HIGH,RAMONA CITY UNIFIED,RAMONA CITY UNIFIED,TRUE,3735974,68304
RANCHO BERNARDO HIGH,RANCHO BERNARDO HIGH,POWAY UNIFIED,POWAY UNIFIED,TRUE,3730819,68296
RANCHO BUENA VISTA HIGH,RANCHO BUENA VISTA HIGH,VISTA UNIFIED,VISTA UNIFIED,TRUE,3730728,68452
RANCHO DE LA NACION,RANCHO DE LA NACION,NATIONAL ELEMENTARY,NATIONAL ELEMENTARY,TRUE,6108559,68221
RANCHO DEL REY MIDDLE,RANCHO DEL REY MIDDLE,SWEETWATER UNION HIGH,SWEETWATER UNION HIGH,TRUE,6114276,68411
RANCHO ELEMENTARY,RANCHO ELEMENTARY,LA MESA-SPRING VALLEY,LA MESA-SPRING VALLEY,TRUE,6038566,68197
RANCHO MINERVA MIDDLE,RANCHO MINERVA MIDDLE,VISTA UNIFIED,VISTA UNIFIED,TRUE,6059802,68452
RANCHO SAN DIEGO ELEMENTARY,RANCHO SAN DIEGO ELEMENTARY,CAJON VALLEY UNION,CAJON VALLEY UNION,TRUE,6106025,67991
REACH ACADEMY,REACH ACADEMY,GROSSMONT UNION HIGH,GROSSMONT UNION HIGH,TRUE,128819,68130
REFLECTIONS CENTRAL SCHOOL,,SAN DIEGO COUNTY OFFICE OF EDUCATION,,TRUE,,
REFLECTIONS NORTH,,SAN DIEGO COUNTY OFFICE OF EDUCATION,,TRUE,,
REDDING (RAY) HIGH (CONTINUATION),REDDING (RAY) HIGH (CONTINUATION),,JULIAN UNION HIGH,TRUE,3730835,68171
REIDY CREEK ELEMENTARY,REIDY CREEK ELEMENTARY,ESCONDIDO UNION,ESCONDIDO UNION,TRUE,107862,68098
REYNOLDS ELEMENTARY,REYNOLDS ELEMENTARY,OCEANSIDE UNIFIED,OCEANSIDE UNIFIED,TRUE,6106546,73569
RICE (LILIAN J.) ELEMENTARY,RICE (LILIAN J.) ELEMENTARY,CHULA VISTA ELEMENTARY,CHULA VISTA ELEMENTARY,TRUE,6037931,68023
RICHLAND ELEMENTARY,RICHLAND ELEMENTARY,SAN MARCOS UNIFIED,SAN MARCOS UNIFIED,TRUE,6039077,73791
RILEY/NEW DAWN,RILEY/NEW DAWN,SAN DIEGO UNIFIED,SAN DIEGO UNIFIED,TRUE,6040083,68338
RINCON MIDDLE,RINCON MIDDLE,ESCONDIDO UNION,ESCONDIDO UNION,TRUE,6105944,68098
RIO SECO ELEMENTARY,RIO SECO ELEMENTARY,SANTEE,SANTEE,TRUE,6085153,68361
RIOS ELEMENTARY,RIOS ELEMENTARY,CAJON VALLEY UNION,CAJON VALLEY UNION,TRUE,6037733,67991
RIVER VALLEY CHARTER,RIVER VALLEY CHARTER,,LAKESIDE UNION ELEMENTARY,TRUE,3731072,68189
RIVERVIEW ELEMENTARY,RIVERVIEW ELEMENTARY,LAKESIDE UNION ELEMENTARY,LAKESIDE UNION ELEMENTARY,TRUE,6038384,68189
ROCK SPRINGS ELEMENTARY,ROCK SPRINGS ELEMENTARY,ESCONDIDO UNION,ESCONDIDO UNION,TRUE,6111769,68098
RODRIGUEZ ELEMENTARY,RODRIGUEZ ELEMENTARY,SAN DIEGO UNIFIED,SAN DIEGO UNIFIED,TRUE,114033,68338
ROGERS (GREG) ELEMENTARY,ROGERS (GREG) ELEMENTARY,CHULA VISTA ELEMENTARY,CHULA VISTA ELEMENTARY,TRUE,6037857,68023
ROHR (FRED H.) ELEMENTARY,ROHR (FRED H.) ELEMENTARY,CHULA VISTA ELEMENTARY,CHULA VISTA ELEMENTARY,TRUE,6037840,68023
ROLANDO ELEMENTARY,ROLANDO ELEMENTARY,LA MESA-SPRING VALLEY,LA MESA-SPRING VALLEY,TRUE,6038574,68197
ROLANDO PARK ELEMENTARY,ROLANDO PARK ELEMENTARY,SAN DIEGO UNIFIED,SAN DIEGO UNIFIED,TRUE,6040091,68338
ROLLING HILLS ELEMENTARY,ROLLING HILLS ELEMENTARY,POWAY UNIFIED,POWAY UNIFIED,TRUE,6097208,68296
ROOSEVELT INTERNATIONAL MIDDLE,ROOSEVELT INTERNATIONAL MIDDLE,SAN DIEGO UNIFIED,SAN DIEGO UNIFIED,TRUE,6059703,68338
ROOSEVELT MIDDLE,ROOSEVELT MIDDLE,VISTA UNIFIED,VISTA UNIFIED,TRUE,6107577,68452
ROSA PARKS ELEMENTARY,ROSA PARKS ELEMENTARY,SAN DIEGO UNIFIED,SAN DIEGO UNIFIED,TRUE,6114375,68338
ROSE ELEMENTARY,ROSE ELEMENTARY,ESCONDIDO UNION,ESCONDIDO UNION,TRUE,6038251,68098
ROSE PRESCHOOL,,ESCONDIDO UNION,,TRUE,,
ROSEBANK ELEMENTARY,ROSEBANK ELEMENTARY,CHULA VISTA ELEMENTARY,CHULA VISTA ELEMENTARY,TRUE,6037998,68023
ROSS ELEMENTARY,ROSS ELEMENTARY,SAN DIEGO UNIFIED,SAN DIEGO UNIFIED,TRUE,6040109,68338
ROWAN CDC,,SAN DIEGO UNIFIED,,FALSE,,
ROWAN ELEMENTARY,ROWAN ELEMENTARY,SAN DIEGO UNIFIED,SAN DIEGO UNIFIED,TRUE,6040117,68338
S.D.C.F.C.-SAN DIEGO CENTER FOR CHILDREN,,SAN DIEGO CENTER FOR CHILDREN,,FALSE,,
SAGE CANYON,SAGE CANYON,DEL MAR UNION ELEMENTARY,DEL MAR UNION ELEMENTARY,TRUE,6117923,68056
SAGE CREEK HIGH,SAGE CREEK HIGH,CARLSBAD UNIFIED,CARLSBAD UNIFIED,TRUE,127423,73551
SAILS,,SWEETWATER UNION HIGH,,,,
SALT CREEK ELEMENTARY,SALT CREEK ELEMENTARY,CHULA VISTA ELEMENTARY,CHULA VISTA ELEMENTARY,TRUE,105965,68023
SAN ALTOS ELEMENTARY,SAN ALTOS ELEMENTARY,LEMON GROVE,LEMON GROVE,TRUE,6038657,68205
SAM AND ROSE STEIN EDUCATION CENTER,,SAN DIEGO UNIFIED,,FALSE,,
SAM AND ROSE STEIN EDUCATION CENTER-DECENA SITE,,SAN DIEGO UNIFIED,,FALSE,,
SAN DIEGO BUSINESS/LEADERSHIP,SAN DIEGO BUSINESS/LEADERSHIP,SAN DIEGO UNIFIED,SAN DIEGO UNIFIED,FALSE,107052,68338
SAN DIEGO COOPERATIVE CHARTER,SAN DIEGO COOPERATIVE CHARTER,SAN DIEGO UNIFIED,SAN DIEGO UNIFIED,TRUE,6119168,68338
SAN DIEGO COOPERATIVE CHARTER SCHOOL 2,SAN DIEGO COOPERATIVE CHARTER SCHOOL 3,,SAN DIEGO UNIFIED,TRUE,127654,68338
SAN DIEGO COUNTY COMMUNITY,SAN DIEGO COUNTY COMMUNITY,,SAN DIEGO COUNTY OFFICE OF EDUCATION,TRUE,128520,10371
SAN DIEGO COUNTY COURT,SAN DIEGO COUNTY COURT,,SAN DIEGO COUNTY OFFICE OF EDUCATION,FALSE,128538,10371
SAN DIEGO COUNTY SPECIAL EDUCATION,SAN DIEGO COUNTY SPECIAL EDUCATION,,SAN DIEGO COUNTY OFFICE OF EDUCATION,TRUE,6069355,10371
SAN DIEGO EARLY/MIDDLE COLLEGE,SAN DIEGO EARLY/MIDDLE COLLEGE,,SAN DIEGO UNIFIED,TRUE,118315,68338
SAN DIEGO GLOBAL VISION ACADEMY,SAN DIEGO GLOBAL VISION ACADEMY,,SAN DIEGO UNIFIED,TRUE,121681,68338
SAN DIEGO GLOBAL VISION ACADEMY MIDDLE,SAN DIEGO GLOBAL VISION ACADEMY MIDDLE,,SAN DIEGO UNIFIED,TRUE,125583,68338
SAN DIEGO INTERNATIONAL STUDIES,SAN DIEGO INTERNATIONAL STUDIES,,SAN DIEGO UNIFIED,TRUE,107029,68338
SAN DIEGO METRO CAREER AND TECH,SAN DIEGO METRO CAREER AND TECH,SAN DIEGO UNIFIED,SAN DIEGO UNIFIED,TRUE,107482,68338
SAN DIEGO MVP ARTS,SAN DIEGO MVP ARTS,,SAN DIEGO UNIFIED,TRUE,107060,68338
SAN DIEGO CENTER FOR CHILDREN,,SAN DIEGO CENTER FOR CHILDREN,,FALSE,,
SAN DIEGO YOUTH AQUATIC CENTER,,SAN DIEGO IMPERIAL COUNCIL BSA,,FALSE,,
SAN DIEGO NEIGHBORHOOD HOMESCHOOLS,SAN DIEGO NEIGHBORHOOD HOMESCHOOLS,,MOUNTAIN EMPIRE UNIFIED,TRUE,119560,68213
SAN DIEGO SCIENCE AND TECHNOLOGY,SAN DIEGO SCIENCE AND TECHNOLOGY,,SAN DIEGO UNIFIED,TRUE,107219,68338
SAN DIEGO SCPA,SAN DIEGO SCPA,SAN DIEGO UNIFIED,SAN DIEGO UNIFIED,TRUE,3730371,68338
SAN DIEGO VIRTUAL,SAN DIEGO VIRTUAL,,MOUNTAIN EMPIRE UNIFIED,TRUE,123224,68213
SAN DIEGO WORKFORCE INNOVATION HIGH,SAN DIEGO WORKFORCE INNOVATION HIGH,,BORREGO SPRINGS UNIFIED,TRUE,134890,67983
SAN DIEGUITO HIGH ACADEMY,"SAN DIEGUITO HIGH ACADEMY, SAN DIEGUITO HS ACADEMY",SAN DIEGUITO UNION HIGH,SAN DIEGUITO UNION HIGH,TRUE,3737418,68346
SAN ELIJO ELEMENTARY,SAN ELIJO ELEMENTARY,SAN MARCOS UNIFIED,SAN MARCOS UNIFIED,TRUE,111468,73791
SAN ELIJO MIDDLE,SAN ELIJO MIDDLE,SAN MARCOS UNIFIED,SAN MARCOS UNIFIED,TRUE,105684,73791
SAN JOSE VALLEY CONTINUATION HIGH,SAN JOSE VALLEY CONTINUATION HIGH,,WARNER UNIFIED,TRUE,3731015,75416
SAN LUIS REY ELEMENTARY,SAN LUIS REY ELEMENTARY,OCEANSIDE UNIFIED,OCEANSIDE UNIFIED,TRUE,6038905,73569
SAN MARCOS ELEMENTARY,SAN MARCOS ELEMENTARY,SAN MARCOS UNIFIED,SAN MARCOS UNIFIED,TRUE,6039085,73791
SAN MARCOS HIGH,SAN MARCOS HIGH,SAN MARCOS UNIFIED,SAN MARCOS UNIFIED,TRUE,3737632,73791
SAN MARCOS MIDDLE,SAN MARCOS MIDDLE,SAN MARCOS UNIFIED,SAN MARCOS UNIFIED,TRUE,6039093,73791
SAN MIGUEL ELEMENTARY,SAN MIGUEL ELEMENTARY,LEMON GROVE,LEMON GROVE,TRUE,6038665,68205
SAN ONOFRE ELEMENTARY,SAN ONOFRE ELEMENTARY,FALLBROOK UNION ELEMENTARY,FALLBROOK UNION ELEMENTARY,TRUE,6096515,68114
SAN PASQUAL ACADEMY,SAN PASQUAL ACADEMY,NEW ALTERNATIVES,SAN DIEGO COUNTY OFFICE OF EDUCATION,TRUE,115998,10371
SAN PASQUAL HIGH,SAN PASQUAL HIGH,ESCONDIDO UNION HIGH,ESCONDIDO UNION HIGH,TRUE,3730058,68106
SAN PASQUAL UNION ELEMENTARY,SAN PASQUAL UNION ELEMENTARY,SAN PASQUAL UNION ELEMENTARY,SAN PASQUAL UNION ELEMENTARY,TRUE,6040331,68353
SAN YSIDRO ADULT EDUCATION CENTER,,SWEETWATER UNION HIGH,,FALSE,,
SAN YSIDRO HIGH,SAN YSIDRO HIGH,,SWEETWATER UNION HIGH,TRUE,3731502,68411
SAN YSIDRO MIDDLE,SAN YSIDRO MIDDLE,SAN YSIDRO ELEMENTARY,SAN YSIDRO ELEMENTARY,TRUE,6098453,68379
SANDBURG ELEMENTARY,SANDBURG ELEMENTARY,SAN DIEGO UNIFIED,SAN DIEGO UNIFIED,TRUE,6089049,68338
SANTA MARGARITA ACADEMY,SANTA MARGARITA ACADEMY,FALLBROOK UNION ELEMENTARY,FALLBROOK UNION ELEMENTARY,TRUE,115519,68114
SANTA MARGARITA ELEMENTARY,SANTA MARGARITA ELEMENTARY,OCEANSIDE UNIFIED,OCEANSIDE UNIFIED,TRUE,6038913,73569
SANTANA HIGH,SANTANA HIGH,GROSSMONT UNION HIGH,GROSSMONT UNION HIGH,TRUE,3737905,68130
SANTEE ALTERNATIVE,SANTEE ALTERNATIVE,,SANTEE,TRUE,6111041,68361
SANTEE SUCCESS PROGRAM,SANTEE SUCCESS PROGRAM,SANTEE,SANTEE,TRUE,6120190,68361
SCHOLARSHIP PREP - OCEANSIDE,SCHOLARSHIP PREP - OCEANSIDE,,SAN DIEGO COUNTY OFFICE OF EDUCATION,TRUE,136085,10371
SCHOOL FOR ENTREPRENEURSHIP AND TECHNOLOGY,SCHOOL FOR ENTREPRENEURSHIP AND TECHNOLOGY,COLEMAN TECH CHARTER HIGH SCHOOL,SAN DIEGO UNIFIED,TRUE,122788,68338
SCHOOL OF UNIVERSAL LEARNING (SOUL),SCHOOL OF UNIVERSAL LEARNING (SOUL),,SAN DIEGO COUNTY OFFICE OF EDUCATION,TRUE,136192,10371
"SCIENCE, TECHNOLOGY, ENGINEERING, ARTS, AND MATH ACADEMY AT LA PRESA","SCIENCE, TECHNOLOGY, ENGINEERING, ARTS, AND MATH ACADEMY AT LA PRESA",LA MESA-SPRING VALLEY,LA MESA-SPRING VALLEY,TRUE,132431,68197
SCRIPPS ELEMENTARY,SCRIPPS ELEMENTARY,SAN DIEGO UNIFIED,SAN DIEGO UNIFIED,TRUE,6119135,68338
SCRIPPS RANCH HIGH,SCRIPPS RANCH HIGH,SAN DIEGO UNIFIED,SAN DIEGO UNIFIED,TRUE,3730884,68338
SDCOE SUMMIT,,OCEANSIDE UNIFIED,,FALSE,,
SECOND CHANCE INDEPENDENT STUDY,,SAN DIEGO COUNTY OFFICE OF EDUCATION,,,,
SD GLOBAL VISION ACADEMY,SD GLOBAL VISION ACADEMY,,SAN DIEGO UNIFIED,TRUE,121681,68338
SEQUOIA ELEMENTARY,SEQUOIA ELEMENTARY,SAN DIEGO UNIFIED,SAN DIEGO UNIFIED,TRUE,6040133,68338
SERRA HIGH,SERRA HIGH,SAN DIEGO UNIFIED,SAN DIEGO UNIFIED,TRUE,3730173,68338
SESSIONS ELEMENTARY,SESSIONS ELEMENTARY,SAN DIEGO UNIFIED,SAN DIEGO UNIFIED,TRUE,6040141,68338
SEVICK SPECIAL EDUCATION,,CAJON VALLEY UNION,,FALSE,,
SHADOW HILLS ELEMENTARY,SHADOW HILLS ELEMENTARY,ALPINE UNION ELEMENTARY,ALPINE UNION ELEMENTARY,TRUE,6106256,67967
SHERMAN ELEMENTARY,SHERMAN ELEMENTARY,SAN DIEGO UNIFIED,SAN DIEGO UNIFIED,TRUE,6040158,68338
SHOAL CREEK ELEMENTARY,SHOAL CREEK ELEMENTARY,POWAY UNIFIED,POWAY UNIFIED,TRUE,6114854,68296
SIATECH,SIATECH,,VISTA UNIFIED,TRUE,106120,68452
SILVER GATE ELEMENTARY,SILVER GATE ELEMENTARY,SAN DIEGO UNIFIED,SAN DIEGO UNIFIED,TRUE,6040166,68338
SILVER STRAND ELEMENTARY,SILVER STRAND ELEMENTARY,CORONADO UNIFIED,CORONADO UNIFIED,TRUE,6038087,68031
SILVER WING ELEMENTARY,SILVER WING ELEMENTARY,CHULA VISTA ELEMENTARY,CHULA VISTA ELEMENTARY,TRUE,6038004,68023
SKYLINE ELEMENTARY,SKYLINE ELEMENTARY,SOLANA BEACH ELEMENTARY,SOLANA BEACH ELEMENTARY,TRUE,6040455,68387
SMYTHE ELEMENTARY,SMYTHE ELEMENTARY,SAN YSIDRO ELEMENTARY,SAN YSIDRO ELEMENTARY,TRUE,6085146,68379
SOLANA HIGHLANDS ELEMENTARY,SOLANA HIGHLANDS ELEMENTARY,SOLANA BEACH ELEMENTARY,SOLANA BEACH ELEMENTARY,TRUE,6106140,68387
SOLANA PACIFIC ELEMENTARY,SOLANA PACIFIC ELEMENTARY,SOLANA BEACH ELEMENTARY,SOLANA BEACH ELEMENTARY,TRUE,105825,68387
SOLANA RANCH ELEMENTARY,SOLANA RANCH ELEMENTARY,SOLANA BEACH ELEMENTARY,SOLANA BEACH ELEMENTARY,TRUE,129049,68387
SOLANA SANTA FE ELEMENTARY,SOLANA SANTA FE ELEMENTARY,SOLANA BEACH ELEMENTARY,SOLANA BEACH ELEMENTARY,TRUE,6111181,68387
SOLANA VISTA ELEMENTARY,SOLANA VISTA ELEMENTARY,SOLANA BEACH ELEMENTARY,SOLANA BEACH ELEMENTARY,TRUE,6070882,68387
SORRENTO MESA LC - AUDEO CHARTER -ANNEX,,SAN DIEGO UNIFIED,,FALSE,,
SOUTH BAY COMMUNITY SCHOOL,,SWEETWATER UNION HIGH,,TRUE,,
SOUTH BAY COUNTY BLENDED COMM SCHOOL,,SAN DIEGO COUNTY OFFICE OF EDUCATION,,TRUE,,
SOUTH OCEANSIDE ELEMENTARY,SOUTH OCEANSIDE ELEMENTARY,OCEANSIDE UNIFIED,OCEANSIDE UNIFIED,TRUE,6038921,73569
SOUTH REGION COMMUNITY DAY SCHOOLS,,SWEETWATER UNION HIGH,,TRUE,,
SOUTHLAND BLENDED COMM SCHOOL,,SAN DIEGO COUNTY OFFICE OF EDUCATION,,TRUE,,
SOUTHWEST MIDDLE,SOUTHWEST MIDDLE,SWEETWATER UNION HIGH,SWEETWATER UNION HIGH,TRUE,6062012,68411
SOUTHWEST SENIOR HIGH,SOUTHWEST SENIOR HIGH,SWEETWATER UNION HIGH,SWEETWATER UNION HIGH,TRUE,3730124,68411
SPORTS SCIENCE ACADEMY,,SAN DIEGO COUNTY OFFICE OF EDUCATION,,TRUE,,
SPENCER VALLEY ELEMENTARY,SPENCER VALLEY ELEMENTARY,,SPENCER VALLEY ELEMENTARY,TRUE,6040554,68403
SPRECKELS ELEMENTARY,SPRECKELS ELEMENTARY,SAN DIEGO UNIFIED,SAN DIEGO UNIFIED,TRUE,6040174,68338
SPRING VALLEY ACADEMY,SPRING VALLEY ACADEMY,LA MESA-SPRING VALLEY,LA MESA-SPRING VALLEY,TRUE,134155,68197
SPRING VALLEY MIDDLE,SPRING VALLEY MIDDLE,LA MESA-SPRING VALLEY,LA MESA-SPRING VALLEY,TRUE,6038590,68197
SPRINGALL ACADEMY,,SAN DIEGO UNIFIED,,TRUE,,
ST. DIDACUS  SCHOOL,,ST DIDACUS SCHOOL,,TRUE,,
ST. DIDACUS PARISH SCHOOL,,ST DIDACUS SCHOOL,,TRUE,,
ST. JOHN OF THE CROSS,,GROSSMONT UNION HIGH,,TRUE,,
ST. MARTIN OF TOURS ACADEMY,,LA MESA-SPRING VALLEY,,TRUE,,
ST. MICHAEL'S SCHOOL,,ST MICHAELS SCHOOL,,TRUE,,
ST. PATRICK CATHOLIC SCHOOL,,ST PATRICKS SCHOOL,,TRUE,,
ST. PATRICK'S ELEMENTARY,,ST PATRICKS SCHOOL,,TRUE,,
ST. RITA'S SCHOOL,,ST RITAS SCHOOL,,TRUE,,
STANDLEY MIDDLE,STANDLEY MIDDLE,SAN DIEGO UNIFIED,SAN DIEGO UNIFIED,TRUE,6096598,68338
STEELE CANYON HIGH,STEELE CANYON HIGH,GROSSMONT UNION HIGH,GROSSMONT UNION HIGH,TRUE,3731262,68130
STEPHEN W. HAWKING CHARTER,STEPHEN W. HAWKING CHARTER,SWEETWATER UNION HIGH,SWEETWATER UNION HIGH,TRUE,126086,68411
"STEPHEN W. HAWKING II SCIENCE, TECHNOLOGY, ENGINEERING, ART AND MATH CHARTER","STEPHEN W. HAWKING II SCIENCE, TECHNOLOGY, ENGINEERING, ART AND MATH CHARTER, STEPHEN W. HAWKINGS II SCIENCE, TECHNOLOGY, ENGINEERING, ART AND MATH CHARTER",SWEETWATER UNION HIGH,SWEETWATER UNION HIGH,TRUE,128082,68411
STEPS,,SAN DIEGO UNIFIED,,FALSE,,
STONE RANCH ELEMENTARY,STONE RANCH ELEMENTARY,POWAY UNIFIED,POWAY UNIFIED,TRUE,102822,68296
STUART MESA ELEMENTARY,STUART MESA ELEMENTARY,OCEANSIDE UNIFIED,OCEANSIDE UNIFIED,TRUE,6115299,73569
SUMMIT NORTH,,VISTA UNIFIED,,FALSE,,
SUNDANCE ELEMENTARY,SUNDANCE ELEMENTARY,POWAY UNIFIED,POWAY UNIFIED,TRUE,6099444,68296
SUNNYSIDE ELEMENTARY,SUNNYSIDE ELEMENTARY,CHULA VISTA ELEMENTARY,CHULA VISTA ELEMENTARY,TRUE,6038012,68023
SUNNYSLOPE ELEMENTARY,SUNNYSLOPE ELEMENTARY,SOUTH BAY UNION,SOUTH BAY UNION,TRUE,6040539,68395
SUNSET ELEMENTARY,SUNSET ELEMENTARY,SAN YSIDRO ELEMENTARY,SAN YSIDRO ELEMENTARY,TRUE,6093264,68379
SUNSET HIGH (CONTINUATION),SUNSET HIGH (CONTINUATION),,SAN DIEGUITO UNION HIGH,TRUE,3737384,68346
SUNSET HILLS ELEMENTARY,SUNSET HILLS ELEMENTARY,POWAY UNIFIED,POWAY UNIFIED,TRUE,6093231,68296
SUNSET VIEW ELEMENTARY,SUNSET VIEW ELEMENTARY,SAN DIEGO UNIFIED,SAN DIEGO UNIFIED,TRUE,6040208,68338
SWEETWATER COMMUNITY DAY,SWEETWATER COMMUNITY DAY,SWEETWATER UNION HIGH,SWEETWATER UNION HIGH,TRUE,6117154,68411
SWEETWATER HIGH,SWEETWATER HIGH,,SWEETWATER UNION HIGH,TRUE,3738226,68411
SWEETWATER SECONDARY,SWEETWATER SECONDARY,,SBE - SWEETWATER SECONDARY,TRUE,136473,77107
SWEETWATER SPRINGS ELEMENTARY,SWEETWATER SPRINGS ELEMENTARY,LA MESA-SPRING VALLEY,LA MESA-SPRING VALLEY,TRUE,6111207,68197
SYCAMORE CANYON ELEMENTARY,SYCAMORE CANYON ELEMENTARY,SANTEE,SANTEE,TRUE,6040406,68361
SYCAMORE RIDGE,SYCAMORE RIDGE,DEL MAR UNION ELEMENTARY,DEL MAR UNION ELEMENTARY,TRUE,110114,68056
T.H.E LEADERSHIP ACADEMY,T.H.E LEADERSHIP ACADEMY,VISTA UNIFIED,VISTA UNIFIED,TRUE,100925,68452
TAFT MIDDLE,TAFT MIDDLE,SAN DIEGO UNIFIED,SAN DIEGO UNIFIED,TRUE,6059711,68338
TEEN OPTIONS INDEPENDENT STUDY,,SAN DIEGO COUNTY OFFICE OF EDUCATION,,FALSE,,
TEEN OUTREACH NORTH,,SAN MARCOS UNIFIED,,FALSE,,
TAYLION SAN DIEGO ACADEMY,TAYLION SAN DIEGO ACADEMY,,VALLECITOS ELEMENTARY,TRUE,128470,68437
TEMPLE HEIGHTS ELEMENTARY,TEMPLE HEIGHTS ELEMENTARY,VISTA UNIFIED,VISTA UNIFIED,TRUE,100925,68452
TEOFILO MENDOZA,TEOFILO MENDOZA,SOUTH BAY UNION,SOUTH BAY UNION,TRUE,6116008,68395
THE INSTITUTE FOR EFFECTIVE EDUCATION (TIEE SITE 1) - CHILDREN'S,,SAN DIEGO UNIFIED,,TRUE,,
THE INSTITUTE FOR EFFECTIVE EDUCATION (TIEE SITE 2) - URBAN SKIL,,SAN DIEGO UNIFIED,,TRUE,,
THE INSTITUTE FOR EFFECTIVE EDUCATION (TIEE SITE 3) - COOK EDUCA,,SAN DIEGO UNIFIED,,TRUE,,
THE HEIGHTS CHARTER,THE HEIGHTS CHARTER,,DEHESA ELEMENTARY,TRUE,127118,68049
THE O'FARRELL CHARTER,THE O'FARRELL CHARTER,SAN DIEGO UNIFIED,SAN DIEGO UNIFIED,TRUE,6061964,68338
THRIVE PUBLIC,THRIVE PUBLIC,THRIVE PUBLIC SCHOOLS,SBE - THRIVE PUBLIC,TRUE,131193,76901
THRIVE PUBLIC,THRIVE PUBLIC,THRIVE PUBLIC SCHOOLS,SBE - THRIVE PUBLIC,TRUE,134429,76901
THRIVE PUBLIC SCHOOLS - COMSTOCK CAMPUS - ANNEX,,THRIVE PUBLIC SCHOOLS,,TRUE,,
THRIVE PUBLIC SCHOOLS - HIGH SCHOOL,,THRIVE PUBLIC SCHOOLS,,TRUE,,
THRIVE PUBLIC SCHOOLS - JUANITA CAMPUS-ANNEX,,THRIVE PUBLIC SCHOOLS,,TRUE,,
THRIVE PUBLIC SCHOOLS - KROC CAMPUS-ANNEX,,THRIVE PUBLIC SCHOOLS,,TRUE,,
THURGOOD MARSHALL COMMUNITY SCHOOL,,SAN DIEGO COUNTY OFFICE OF EDUCATION,,TRUE,,
TIERRA BONITA ELEMENTARY,TIERRA BONITA ELEMENTARY,POWAY UNIFIED,POWAY UNIFIED,TRUE,6095053,68296
TIERRA DEL SOL MIDDLE,TIERRA DEL SOL MIDDLE,LAKESIDE UNION ELEMENTARY,LAKESIDE UNION ELEMENTARY,TRUE,6085047,68189
TIERRASANTA CHARTER-ANNEX,,SAN DIEGO UNIFIED,,FALSE,,
TIERRASANTA ELEMENTARY,TIERRASANTA ELEMENTARY,SAN DIEGO UNIFIED,SAN DIEGO UNIFIED,TRUE,6089056,68338
TIFFANY (BURTON C.) ELEMENTARY,TIFFANY (BURTON C.) ELEMENTARY,CHULA VISTA ELEMENTARY,CHULA VISTA ELEMENTARY,TRUE,6095020,68023
TOP BLENDED,,SAN DIEGO COUNTY OFFICE OF EDUCATION,,FALSE,,
TOLER ELEMENTARY,TOLER ELEMENTARY,SAN DIEGO UNIFIED,SAN DIEGO UNIFIED,TRUE,6040224,68338
TORREY HILLS,TORREY HILLS,DEL MAR UNION ELEMENTARY,DEL MAR UNION ELEMENTARY,TRUE,6120596,68056
TORREY PINES ELEMENTARY,TORREY PINES ELEMENTARY,SAN DIEGO UNIFIED,SAN DIEGO UNIFIED,TRUE,6040232,68338
TORREY PINES HIGH,TORREY PINES HIGH,SAN DIEGUITO UNION HIGH,SAN DIEGUITO UNION HIGH,TRUE,3730033,68346
TRACE,"TRACE, TRACE CENTER CITY- ANNEX",SAN DIEGO UNIFIED,SAN DIEGO UNIFIED,TRUE,3731056,68338
TURTLEBACK ELEMENTARY,TURTLEBACK ELEMENTARY,POWAY UNIFIED,POWAY UNIFIED,TRUE,6109326,68296
