siteid,academicyear,schoolname,districtname,schooltype,nslpstatus,ischarterschool,charterschoolnumber,charterfundingtype,isirc,lowgrade,highgrade,enrollment_k-12,freemealcount_k-12,frpmcount_k-12,enrollment_5-17,freemealcount_5-17,frpmcount_5-17,iscalpadscertified,schooltypegroup,districttype,educationaloptiontype,districtcode,schoolcode
537,2015-2016,CASITA CENTER FOR SCIENCE/MATH/TECHNOLOGY,VISTA UNIFIED,Elementary Schools (Public),None,FALSE,,,FALSE,K,5,587,263,320,587,263,320,TRUE,Elementary School,Unified School District,TRADITIONAL,68452,6069124
4241,2015-2016,WOODLAND PARK MIDDLE,SAN MARCOS UNIFIED,Intermediate/Middle Schools (Public),None,FALSE,,,FALSE,6,8,1412,444,590,1412,444,590,TRUE,Middle School,Unified School District,TRADITIONAL,73791,6095061
1273,2016-2017,FUERTE ELEMENTARY,CAJON VALLEY UNION,Elementary Schools (Public),,,,,FALSE,K,5,663,162,183,651,160,181,TRUE,Elementary School,Elementary School District,TRADITIONAL,67991,6037642
653,2016-2017,CHULA VISTA LEARNING COMMUNITY CHARTER,CHULA VISTA ELEMENTARY,K-12 Schools (Public),,,135,DIRECTLY FUNDED,FALSE,K,12,1530,631,932,1511,624,923,TRUE,Elementary School,Elementary School District,TRADITIONAL,68023,6115778
2769,2016-2017,"NONPUBLIC, NONSECTARIAN SCHOOLS",ESCONDIDO UNION HIGH,,,,,,,,,7,3,3,3,1,1,TRUE,,High School District,,68106,1
969,2016-2017,DISTRICT OFFICE,LA MESA-SPRING VALLEY,,,,,,,K,8,8,1,1,8,1,1,TRUE,,Elementary School District,,68197,0
1725,2018-2019,JCS - PINE VALLEY,MOUNTAIN EMPIRE UNIFIED,K-12 Schools (Public),,,2021,DIRECTLY FUNDED,TRUE,K,12,127,39,46,127,39,46,TRUE,Elementary School,Unified School District,TRADITIONAL,68213,138636
2037,2018-2019,LAS PALMAS,NATIONAL ELEMENTARY,Elementary Schools (Public),CEP,,,,FALSE,K,6,642,428,501,625,417,487,TRUE,Elementary School,Elementary School District,TRADITIONAL,68221,6038780
4201,2018-2019,WESTVIEW HIGH,POWAY UNIFIED,High Schools (Public),,,,,FALSE,9,12,2384,312,370,2342,302,359,TRUE,High School,Unified School District,TRADITIONAL,68296,3731528
597,2018-2019,CHAPARRAL ELEMENTARY,POWAY UNIFIED,Elementary Schools (Public),,,,,FALSE,K,5,837,100,113,810,98,111,TRUE,Elementary School,Unified School District,TRADITIONAL,68296,6097216
3209,2018-2019,RAMONA COMMUNITY MONTESSORI,RAMONA CITY UNIFIED,Alternative Schools of Choice,,,,,FALSE,K,6,259,57,72,257,57,72,TRUE,Other,Unified School District,ALTERNATIVE SCHOOL OF CHOICE,68304,131268
1925,2015-2016,KIPP ADELANTE PREPARATORY ACADEMY,SAN DIEGO UNIFIED,Intermediate/Middle Schools (Public),Provision 2,TRUE,550,DIRECTLY FUNDED,FALSE,5,8,344,297,333,344,297,333,TRUE,Middle School,Unified School District,TRADITIONAL,68338,101345
4213,2015-2016,WHITTIER K-12,SAN DIEGO UNIFIED,K-12 Schools (Public),None,FALSE,,,FALSE,K,12,43,19,26,42,19,26,TRUE,Elementary School,Unified School District,OPPORTUNITY SCHOOL,68338,3730363
1581,2015-2016,HOLMES ELEMENTARY,SAN DIEGO UNIFIED,Elementary Schools (Public),None,FALSE,,,FALSE,K,6,550,93,119,542,93,118,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,6039747
1485,2015-2016,HICKMAN ELEMENTARY,SAN DIEGO UNIFIED,Elementary Schools (Public),None,FALSE,,,FALSE,K,5,447,154,196,442,150,192,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,6089023
3537,2015-2016,SAN YSIDRO MIDDLE,SAN YSIDRO ELEMENTARY,Intermediate/Middle Schools (Public),Provision 2,FALSE,,,FALSE,7,8,560,558,558,560,558,558,TRUE,Middle School,Elementary School District,TRADITIONAL,68379,6098453
2317,2015-2016,MARYLAND ELEMENTARY,VISTA UNIFIED,Elementary Schools (Public),None,FALSE,,,FALSE,K,5,628,546,586,614,534,573,TRUE,Elementary School,Unified School District,TRADITIONAL,68452,111237
1865,2015-2016,KEARNY SCT,SAN DIEGO UNIFIED,High Schools (Public),None,FALSE,,,FALSE,9,12,346,206,252,336,199,243,TRUE,High School,Unified School District,TRADITIONAL,68338,107086
49,2015-2016,ALBA,SAN DIEGO UNIFIED,District Community Day Schools,None,FALSE,,,FALSE,1,12,27,21,24,27,21,24,TRUE,Other,Unified School District,COMMUNITY DAY SCHOOL,68338,3731130
1793,2015-2016,JUAREZ ELEMENTARY,SAN DIEGO UNIFIED,Elementary Schools (Public),None,FALSE,,,FALSE,K,5,240,109,138,231,106,134,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,6039804
3761,2015-2016,STANDLEY MIDDLE,SAN DIEGO UNIFIED,Intermediate/Middle Schools (Public),None,FALSE,,,FALSE,6,8,1075,303,395,1075,303,395,TRUE,Middle School,Unified School District,TRADITIONAL,68338,6096598
3653,2015-2016,SOLANA HIGHLANDS ELEMENTARY,SOLANA BEACH ELEMENTARY,Elementary Schools (Public),None,FALSE,,,FALSE,K,3,353,10,11,344,9,10,TRUE,Elementary School,Elementary School District,TRADITIONAL,68387,6106140
4145,2015-2016,VISTA VISIONS ACADEMY,VISTA UNIFIED,Alternative Schools of Choice,None,FALSE,,,FALSE,K,12,83,29,34,82,28,33,TRUE,Other,Unified School District,ALTERNATIVE SCHOOL OF CHOICE,68452,126300
1769,2015-2016,JOLI ANN LEICHTAG ELEMENTARY,SAN MARCOS UNIFIED,Elementary Schools (Public),None,FALSE,,,FALSE,K,5,781,503,598,760,494,586,TRUE,Elementary School,Unified School District,TRADITIONAL,73791,116467
1049,2016-2017,EJE MIDDLE ACADEMY,CAJON VALLEY UNION,Intermediate/Middle Schools (Public),,,1063,DIRECTLY FUNDED,TRUE,6,8,195,130,165,195,130,165,TRUE,Middle School,Elementary School District,TRADITIONAL,67991,119255
3937,2016-2017,TIFFANY (BURTON C.) ELEMENTARY,CHULA VISTA ELEMENTARY,Elementary Schools (Public),,,,,FALSE,K,6,520,131,196,519,130,195,TRUE,Elementary School,Elementary School District,TRADITIONAL,68023,6095020
2389,2016-2017,MILLER ELEMENTARY,ESCONDIDO UNION,Elementary Schools (Public),,,,,FALSE,K,5,435,287,320,428,280,313,TRUE,Elementary School,Elementary School District,TRADITIONAL,68098,6066997
2025,2016-2017,LAKESIDE MIDDLE,LAKESIDE UNION ELEMENTARY,Intermediate/Middle Schools (Public),,,,,FALSE,6,8,791,260,338,791,260,338,TRUE,Middle School,Elementary School District,TRADITIONAL,68189,6038350
953,2014-2015,DISCOVERY ELEMENTARY,SAN MARCOS UNIFIED,Elementary Schools (Public),,FALSE,,,FALSE,K,5,982,163,225,967,160,221,TRUE,Elementary School,Unified School District,TRADITIONAL,73791,6114169
1761,2015-2016,JOHNSON ELEMENTARY,CAJON VALLEY UNION,Elementary Schools (Public),Provision 2,FALSE,,,FALSE,K,5,612,567,590,595,552,574,TRUE,Elementary School,Elementary School District,TRADITIONAL,67991,6037675
2285,2015-2016,MARSHALL (THURGOOD) ELEMENTARY,CHULA VISTA ELEMENTARY,Elementary Schools (Public),None,FALSE,,,FALSE,K,6,676,100,132,659,99,131,TRUE,Elementary School,Elementary School District,TRADITIONAL,68023,6116396
693,2015-2016,CLASSICAL ACADEMY HIGH,ESCONDIDO UNION HIGH,High Schools (Public),None,TRUE,759,DIRECTLY FUNDED,TRUE,9,12,1084,86,177,1061,84,173,TRUE,High School,High School District,TRADITIONAL,68106,111195
2073,2015-2016,LEMON CREST ELEMENTARY,LAKESIDE UNION ELEMENTARY,Elementary Schools (Public),None,FALSE,,,FALSE,K,5,589,304,383,589,304,383,TRUE,Elementary School,Elementary School District,TRADITIONAL,68189,6110092
3229,2015-2016,RANCHO DE LA NACION,NATIONAL ELEMENTARY,Elementary Schools (Public),Provision 2,FALSE,,,FALSE,K,6,441,328,364,435,326,360,TRUE,Elementary School,Elementary School District,TRADITIONAL,68221,6108559
3097,2018-2019,PAUMA ELEMENTARY,VALLEY CENTER-PAUMA UNIFIED,Elementary Schools (Public),,,,,FALSE,K,8,223,154,176,222,153,175,TRUE,Elementary School,Unified School District,TRADITIONAL,75614,6038962
4149,2018-2019,VIVIAN BANKS CHARTER,BONSALL UNIFIED,Elementary Schools (Public),CEP,,104,LOCALLY FUNDED,FALSE,K,5,102,70,70,102,70,70,TRUE,Elementary School,Unified School District,TRADITIONAL,76851,6113468
1665,2018-2019,INTEGRITY CHARTER,NATIONAL ELEMENTARY,Elementary Schools (Public),,,553,DIRECTLY FUNDED,TRUE,K,8,345,259,308,345,259,308,TRUE,Elementary School,Elementary School District,TRADITIONAL,68221,101360
897,2018-2019,DEL SUR ELEMENTARY,POWAY UNIFIED,Elementary Schools (Public),,,,,FALSE,K,5,970,67,75,939,64,72,TRUE,Elementary School,Unified School District,TRADITIONAL,68296,116475
3981,2018-2019,TWIN PEAKS MIDDLE,POWAY UNIFIED,Intermediate/Middle Schools (Public),,,,,FALSE,6,8,1229,258,295,1229,258,295,TRUE,Middle School,Unified School District,TRADITIONAL,68296,6070866
3077,2018-2019,PARK VILLAGE ELEMENTARY,POWAY UNIFIED,Elementary Schools (Public),,,,,FALSE,K,5,615,48,58,606,46,56,TRUE,Elementary School,Unified School District,TRADITIONAL,68296,6111314
3201,2018-2019,R. ROGER ROWE MIDDLE,RANCHO SANTA FE ELEMENTARY,Intermediate/Middle Schools (Public),,,,,FALSE,6,8,219,8,8,219,8,8,TRUE,Middle School,Elementary School District,TRADITIONAL,68312,6070908
1325,2018-2019,GOLDEN HILL K-8,SAN DIEGO UNIFIED,Elementary Schools (Public),CEP,,,,FALSE,K,8,399,274,325,388,267,316,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,108266
3869,2017-2018,TEOFILO MENDOZA,SOUTH BAY UNION,Elementary Schools (Public),Provision 2,,,,FALSE,K,6,797,555,624,783,545,614,TRUE,Elementary School,Elementary School District,TRADITIONAL,68395,6116008
3241,2017-2018,RANCHO MINERVA MIDDLE,VISTA UNIFIED,Intermediate/Middle Schools (Public),,,,,FALSE,6,8,803,658,718,803,658,718,TRUE,Middle School,Unified School District,TRADITIONAL,68452,6059802
3277,2017-2018,RICHLAND ELEMENTARY,SAN MARCOS UNIFIED,Elementary Schools (Public),,,,,FALSE,K,5,767,262,315,750,258,311,TRUE,Elementary School,Unified School District,TRADITIONAL,73791,6039077
1657,2017-2018,INSIGHT @ SAN DIEGO,SPENCER VALLEY ELEMENTARY,K-12 Schools (Public),,,1371,DIRECTLY FUNDED,TRUE,K,12,207,111,139,164,84,105,TRUE,Elementary School,Elementary School District,TRADITIONAL,68403,125401
4125,2017-2018,VISTA INNOVATION AND DESIGN ACADEMY,VISTA UNIFIED,Intermediate/Middle Schools (Public),,,,,FALSE,6,8,751,255,298,751,255,298,TRUE,Middle School,Unified School District,TRADITIONAL,68452,6059810
3497,2017-2018,SAN MARCOS ELEMENTARY,SAN MARCOS UNIFIED,Elementary Schools (Public),Provision 2,,,,FALSE,K,5,785,467,467,768,453,453,TRUE,Elementary School,Unified School District,TRADITIONAL,73791,6039085
2797,2016-2017,"NONPUBLIC, NONSECTARIAN SCHOOLS",OCEANSIDE UNIFIED,,,,,,,,,15,0,0,13,0,0,TRUE,,Unified School District,,73569,1
1533,2016-2017,HIGH TECH MIDDLE CHULA VISTA,SBC - HIGH TECH HIGH,Intermediate/Middle Schools (Public),,,756,DIRECTLY FUNDED,FALSE,6,8,310,85,158,310,85,158,TRUE,Middle School,Statewide Benefit Charter,TRADITIONAL,76471,123042
1461,2017-2018,HEDENKAMP (ANNE AND WILLIAM) ELEMENTARY,CHULA VISTA ELEMENTARY,Elementary Schools (Public),,,,,FALSE,K,6,1033,193,273,1033,193,273,TRUE,Elementary School,Elementary School District,TRADITIONAL,68023,101592
2693,2017-2018,"NONPUBLIC, NONSECTARIAN SCHOOLS",DEL MAR UNION ELEMENTARY,,,,,,,,,2,0,0,2,0,0,TRUE,,Elementary School District,,68056,1
2717,2017-2018,"NONPUBLIC, NONSECTARIAN SCHOOLS",FALLBROOK UNION HIGH,,,,,,,,,4,0,0,4,0,0,TRUE,,High School District,,68122,1
2313,2017-2018,MARYLAND AVENUE ELEMENTARY,LA MESA-SPRING VALLEY,Elementary Schools (Public),,,,,FALSE,K,6,511,187,210,487,184,205,TRUE,Elementary School,Elementary School District,TRADITIONAL,68197,6038525
1017,2018-2019,EAST VILLAGE HIGH,SAN DIEGO UNIFIED,Alternative Schools of Choice,CEP,,,,FALSE,9,12,110,69,93,109,68,92,TRUE,Other,Unified School District,ALTERNATIVE SCHOOL OF CHOICE,68338,118315
1641,2018-2019,INGENUITY CHARTER,SAN DIEGO UNIFIED,K-12 Schools (Public),,,1719,DIRECTLY FUNDED,TRUE,6,12,211,138,150,177,119,128,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,131979
49,2018-2019,ALBA,SAN DIEGO UNIFIED,District Community Day Schools,,,,,FALSE,1,12,38,32,33,38,32,33,TRUE,Other,Unified School District,COMMUNITY DAY SCHOOL,68338,3731130
3033,2014-2015,PALM CANYON CONTINUATION HIGH,BORREGO SPRINGS UNIFIED,Continuation High Schools,,FALSE,,,FALSE,9,12,2,2,2,1,1,1,TRUE,Other,Unified School District,CONTINUATION SCHOOL,67983,3731098
4029,2014-2015,VALLE LINDO ELEMENTARY,CHULA VISTA ELEMENTARY,Elementary Schools (Public),,FALSE,,,FALSE,K,6,527,209,302,527,209,302,TRUE,Elementary School,Elementary School District,TRADITIONAL,68023,6038020
1817,2014-2015,JUNIPER ELEMENTARY,ESCONDIDO UNION,Elementary Schools (Public),,FALSE,,,FALSE,K,5,726,551,641,710,542,629,TRUE,Elementary School,Elementary School District,TRADITIONAL,68098,6038228
3261,2014-2015,REDDING (RAY) HIGH (CONTINUATION),JULIAN UNION HIGH,Continuation High Schools,,FALSE,,,FALSE,9,12,3,3,3,3,3,3,TRUE,Other,High School District,CONTINUATION SCHOOL,68171,3730835
1665,2014-2015,INTEGRITY CHARTER,NATIONAL ELEMENTARY,Elementary Schools (Public),,TRUE,553,DIRECTLY FUNDED,TRUE,K,8,298,231,276,298,231,276,TRUE,Elementary School,Elementary School District,TRADITIONAL,68221,101360
3201,2014-2015,R. ROGER ROWE MIDDLE,RANCHO SANTA FE ELEMENTARY,Intermediate/Middle Schools (Public),,FALSE,,,FALSE,6,8,250,0,0,250,0,0,TRUE,Middle School,Elementary School District,TRADITIONAL,68312,6070908
3985,2014-2015,UNIVERSITY CITY HIGH,SAN DIEGO UNIFIED,High Schools (Public),,FALSE,,,FALSE,9,12,1758,480,682,1733,469,669,TRUE,High School,Unified School District,TRADITIONAL,68338,3730314
1457,2014-2015,HEARST ELEMENTARY,SAN DIEGO UNIFIED,Elementary Schools (Public),,FALSE,,,FALSE,K,5,497,66,89,485,65,88,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,6039739
1129,2014-2015,ERICSON ELEMENTARY,SAN DIEGO UNIFIED,Elementary Schools (Public),,FALSE,,,FALSE,K,5,738,209,312,717,203,303,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,6089015
3537,2014-2015,SAN YSIDRO MIDDLE,SAN YSIDRO ELEMENTARY,Intermediate/Middle Schools (Public),Provision 2,FALSE,,,FALSE,7,8,573,405,442,573,405,442,TRUE,Middle School,Elementary School District,TRADITIONAL,68379,6098453
3629,2014-2015,SIATECH,VISTA UNIFIED,High Schools (Public),,TRUE,627,DIRECTLY FUNDED,TRUE,11,12,1193,1146,1149,226,218,219,TRUE,High School,Unified School District,TRADITIONAL,68452,106120
3549,2014-2015,SANTA MARGARITA ELEMENTARY,OCEANSIDE UNIFIED,Elementary Schools (Public),,FALSE,,,FALSE,K,8,699,133,403,699,133,403,TRUE,Elementary School,Unified School District,TRADITIONAL,73569,6038913
389,2014-2015,CAJON VALLEY COMMUNITY DAY,CAJON VALLEY UNION,District Community Day Schools,,FALSE,,,FALSE,6,8,20,13,15,20,13,15,TRUE,Other,Elementary School District,COMMUNITY DAY SCHOOL,67991,6117295
869,2014-2015,DEHESA ELEMENTARY,DEHESA ELEMENTARY,Elementary Schools (Public),,FALSE,,,FALSE,K,8,183,65,87,182,65,87,TRUE,Elementary School,Elementary School District,TRADITIONAL,68049,6038095
2173,2014-2015,LIVE OAK ELEMENTARY,FALLBROOK UNION ELEMENTARY,Elementary Schools (Public),,FALSE,,,FALSE,K,6,723,389,464,712,382,457,TRUE,Elementary School,Elementary School District,TRADITIONAL,68114,6109524
3237,2014-2015,RANCHO ELEMENTARY,LA MESA-SPRING VALLEY,Elementary Schools (Public),,FALSE,,,FALSE,K,6,429,242,324,429,242,324,TRUE,Elementary School,Elementary School District,TRADITIONAL,68197,6038566
4205,2014-2015,WESTWOOD ELEMENTARY,POWAY UNIFIED,Elementary Schools (Public),,FALSE,,,FALSE,K,5,798,68,94,784,67,93,TRUE,Elementary School,Unified School District,TRADITIONAL,68296,6070858
3977,2014-2015,TWIN OAKS HIGH,SAN MARCOS UNIFIED,Continuation High Schools,,FALSE,,,FALSE,9,12,172,105,115,161,100,110,TRUE,Other,Unified School District,CONTINUATION SCHOOL,73791,3730215
2213,2015-2016,LOS COCHES CREEK MIDDLE,CAJON VALLEY UNION,Intermediate/Middle Schools (Public),None,FALSE,,,FALSE,6,8,630,226,278,630,226,278,TRUE,Middle School,Elementary School District,TRADITIONAL,67991,111005
1797,2015-2016,JUAREZ-LINCOLN ELEMENTARY,CHULA VISTA ELEMENTARY,Elementary Schools (Public),Provision 2,FALSE,,,FALSE,K,6,565,306,395,565,306,395,TRUE,Elementary School,Elementary School District,TRADITIONAL,68023,6069090
1313,2015-2016,GLEN VIEW ELEMENTARY,ESCONDIDO UNION,Elementary Schools (Public),None,FALSE,,,FALSE,K,5,697,449,520,687,443,514,TRUE,Elementary School,Elementary School District,TRADITIONAL,68098,6038939
2785,2015-2016,"NONPUBLIC, NONSECTARIAN SCHOOLS",LAKESIDE UNION ELEMENTARY,,None,,,,,,,3,1,1,3,1,1,TRUE,,Elementary School District,,68189,1
1665,2015-2016,INTEGRITY CHARTER,NATIONAL ELEMENTARY,Elementary Schools (Public),None,TRUE,553,DIRECTLY FUNDED,TRUE,K,8,319,256,298,319,256,298,TRUE,Elementary School,Elementary School District,TRADITIONAL,68221,101360
1045,2016-2017,EJE ELEMENTARY ACADEMY CHARTER,CAJON VALLEY UNION,Elementary Schools (Public),,,683,DIRECTLY FUNDED,TRUE,K,5,537,317,408,513,304,391,TRUE,Elementary School,Elementary School District,TRADITIONAL,67991,108563
1797,2016-2017,JUAREZ-LINCOLN ELEMENTARY,CHULA VISTA ELEMENTARY,Elementary Schools (Public),Provision 2,,,,FALSE,K,6,552,300,400,549,298,398,TRUE,Elementary School,Elementary School District,TRADITIONAL,68023,6069090
1313,2016-2017,GLEN VIEW ELEMENTARY,ESCONDIDO UNION,Elementary Schools (Public),,,,,FALSE,K,5,669,489,565,663,486,560,TRUE,Elementary School,Elementary School District,TRADITIONAL,68098,6038939
3297,2016-2017,RIVER VALLEY CHARTER,LAKESIDE UNION ELEMENTARY,High Schools (Public),,,120,DIRECTLY FUNDED,FALSE,7,12,297,17,19,296,17,19,TRUE,High School,Elementary School District,TRADITIONAL,68189,3731072
1749,2016-2017,JOHN A. OTIS ELEMENTARY,NATIONAL ELEMENTARY,Elementary Schools (Public),Provision 2,,,,FALSE,K,6,456,320,374,447,312,366,TRUE,Elementary School,Elementary School District,TRADITIONAL,68221,6038756
1301,2014-2015,GARFIELD HIGH,SAN DIEGO UNIFIED,Continuation High Schools,Provision 2,FALSE,,,FALSE,9,12,195,141,162,121,91,103,TRUE,Other,Unified School District,CONTINUATION SCHOOL,68338,3737962
2333,2014-2015,MCKINLEY ELEMENTARY,SAN DIEGO UNIFIED,Elementary Schools (Public),,FALSE,,,FALSE,K,5,568,184,237,558,182,235,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,6039978
2857,2014-2015,NYE ELEMENTARY,SAN DIEGO UNIFIED,Elementary Schools (Public),Provision 2,FALSE,,,FALSE,K,5,525,305,434,516,300,427,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,6112478
3869,2014-2015,TEOFILO MENDOZA,SOUTH BAY UNION,Elementary Schools (Public),Provision 2,FALSE,,,FALSE,K,6,978,557,645,963,548,635,TRUE,Elementary School,Elementary School District,TRADITIONAL,68395,6116008
4097,2014-2015,VISTA ACADEMY OF VISUAL AND PERFORMING ARTS,VISTA UNIFIED,Elementary Schools (Public),,FALSE,,,FALSE,K,5,627,463,538,627,463,538,TRUE,Elementary School,Unified School District,TRADITIONAL,68452,6040653
1385,2016-2017,GUAJOME LEARNING CENTER,VISTA UNIFIED,K-12 Schools (Public),,,1351,DIRECTLY FUNDED,TRUE,K,12,79,17,17,76,16,16,TRUE,Elementary School,Unified School District,TRADITIONAL,68452,124917
1681,2016-2017,IVEY RANCH ELEMENTARY,OCEANSIDE UNIFIED,Elementary Schools (Public),,,,,FALSE,K,5,758,153,210,758,153,210,TRUE,Elementary School,Unified School District,TRADITIONAL,73569,6109995
2153,2017-2018,LITERACY FIRST CHARTER,SAN DIEGO COUNTY OFFICE OF EDUCATION,K-12 Schools (Public),,,405,DIRECTLY FUNDED,TRUE,K,12,1680,748,831,1669,743,826,TRUE,Elementary School,County Office of Education (COE),TRADITIONAL,10371,6119119
2473,2017-2018,MONTGOMERY (JOHN J.) ELEMENTARY,CHULA VISTA ELEMENTARY,Elementary Schools (Public),Provision 2,,,,FALSE,K,6,340,299,328,331,290,319,TRUE,Elementary School,Elementary School District,TRADITIONAL,68023,6037915
1057,2017-2018,EL CAMINO CREEK ELEMENTARY,ENCINITAS UNION ELEMENTARY,Elementary Schools (Public),,,,,FALSE,K,6,601,29,34,601,29,34,TRUE,Elementary School,Elementary School District,TRADITIONAL,68080,6117709
1465,2017-2018,HELIX HIGH,GROSSMONT UNION HIGH,High Schools (Public),,,150,DIRECTLY FUNDED,TRUE,9,12,2465,1103,1454,2381,1055,1399,TRUE,High School,High School District,TRADITIONAL,68130,3732732
2461,2017-2018,MONTEREY HEIGHTS ELEMENTARY,LEMON GROVE,Elementary Schools (Public),Breakfast Provision 2,,,,FALSE,P,6,438,293,332,428,285,323,TRUE,Elementary School,Elementary School District,TRADITIONAL,68205,6038624
281,2017-2018,BERNARDO HEIGHTS MIDDLE,POWAY UNIFIED,Intermediate/Middle Schools (Public),,,,,FALSE,6,8,1546,236,287,1546,236,287,TRUE,Middle School,Unified School District,TRADITIONAL,68296,6107460
3569,2017-2018,SCHOOL FOR ENTREPRENEURSHIP AND TECHNOLOGY,SAN DIEGO UNIFIED,High Schools (Public),,,1253,DIRECTLY FUNDED,TRUE,9,12,228,62,75,215,57,70,TRUE,High School,Unified School District,TRADITIONAL,68338,122788
829,2017-2018,CUBBERLEY ELEMENTARY,SAN DIEGO UNIFIED,Elementary Schools (Public),,,,,FALSE,K,5,180,86,105,177,85,104,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,6039432
4177,2017-2018,WASHINGTON ELEMENTARY,SAN DIEGO UNIFIED,Elementary Schools (Public),CEP,,,,FALSE,K,5,324,202,242,317,197,237,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,6040265
2861,2017-2018,OAK CREST MIDDLE,SAN DIEGUITO UNION HIGH,Intermediate/Middle Schools (Public),,,,,FALSE,7,8,703,145,155,703,145,155,TRUE,Middle School,High School District,TRADITIONAL,68346,6059737
113,2018-2019,ANGIER ELEMENTARY,SAN DIEGO UNIFIED,Elementary Schools (Public),,,,,FALSE,K,5,480,174,298,466,171,289,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,6039135
637,2018-2019,CHOLLAS/MEAD ELEMENTARY,SAN DIEGO UNIFIED,Elementary Schools (Public),CEP,,,,FALSE,K,5,592,506,558,584,499,551,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,6039382
4045,2017-2018,VALLEY CENTER HIGH,VALLEY CENTER-PAUMA UNIFIED,High Schools (Public),,,,,FALSE,9,12,1140,461,533,1101,442,511,TRUE,High School,Unified School District,TRADITIONAL,75614,3731114
